"Quality","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","chlorides"
"High",6.4,0.22,0.38,9.1,35,127,0.99326,2.97,0.3,11,"Little"
"High",6.4,0.22,0.38,9.1,35,127,0.99326,2.97,0.3,11,"Little"
"High",6.8,0.21,0.4,6.3,40,121,0.99214,3.18,0.53,12,"Little"
"High",5.2,0.31,0.36,5.1,46,145,0.9897,3.14,0.31,12.4,"Little"
"High",5.6,0.42,0.34,2.4,34,97,0.98915,3.22,0.38,12.8,"Little"
"High",6.4,0.22,0.38,9.1,35,127,0.99326,2.97,0.3,11,"Little"
"Low",6.8,0.28,0.34,7.5,34,177,0.99692,3.33,0.43,9.1,"Little"
"High",6.8,0.45,0.36,5,28,156,0.991,3.11,0.4,12.4,"Little"
"High",6.6,0.29,0.39,6.75,22,98,0.9913,3.15,0.8,12.9,"Little"
"Low",6.8,0.25,0.24,1.6,39,164,0.99402,3.53,0.58,10.8,"Little"
"Low",6.4,0.21,0.34,16.05,56,142,0.99678,3.11,0.38,10.6,"Little"
"Low",5.8,0.33,0.23,5,29,106,0.99458,3.13,0.52,9,"Lots"
"Low",6.4,0.24,0.32,0.95,23,131,0.99033,3.25,0.35,11.8,"Little"
"Low",7.2,0.13,0.46,1.3,48,111,0.99127,2.97,0.45,11.1,"Little"
"Low",5.8,0.33,0.23,5,29,106,0.99458,3.13,0.52,9,"Lots"
"Low",6.5,0.29,0.25,2.5,8,111,0.9927,3,0.44,9.9,"Lots"
"High",6.2,0.35,0.31,2.6,37,92,0.98938,3.27,0.53,12.8,"Little"
"Low",9,0.38,0.53,2.1,19,76,0.99001,2.93,0.57,12.9,"Lots"
"High",6.6,0.33,0.4,2.65,35,86,0.98916,3.11,0.39,13.3,"Little"
"High",6.2,0.2,0.26,1.1,42,119,0.99158,3.48,0.6,11,"Little"
"Low",6.7,0.31,0.32,14.5,6,79,0.99412,3.14,0.34,12.5,"Little"
"High",6.4,0.23,0.35,4.6,43,147,0.99216,3.18,0.4,11,"Little"
"Low",7.6,0.27,0.29,2.5,37,115,0.99328,3.09,0.37,9.8,"Lots"
"High",6.6,0.34,0.24,3.3,29,99,0.99031,3.1,0.4,12.3,"Little"
"High",5.8,0.3,0.42,1.1,19,113,0.98871,3.1,0.46,12.6,"Little"
"High",6.6,0.34,0.24,3.3,29,99,0.99031,3.1,0.4,12.3,"Little"
"High",6.7,0.21,0.36,8.55,20,86,0.99146,3.19,0.22,13.4,"Little"
"Low",7.6,0.27,0.29,2.5,37,115,0.99328,3.09,0.37,9.8,"Lots"
"High",6.4,0.25,0.37,4.5,41,147,0.9921,3.18,0.4,11.1,"Little"
"High",6.4,0.23,0.35,4.6,43,147,0.99216,3.18,0.4,11,"Little"
"High",7.1,0.26,0.37,5.5,31,105,0.99082,3.06,0.33,12.6,"Little"
"High",5.3,0.3,0.16,4.2,37,100,0.9905,3.3,0.36,11.8,"Little"
"Low",7.1,0.38,0.4,2.2,54,201,0.99177,3.03,0.5,11.4,"Little"
"Low",6.3,0.32,0.32,1.5,24,101,0.98923,3.21,0.42,13,"Little"
"High",7.6,0.19,0.32,18.75,32,193,1.00014,3.1,0.5,9.3,"Little"
"High",6.5,0.26,0.31,3.6,36,92,0.99026,3.22,0.62,12.6,"Little"
"Low",4.2,0.215,0.23,5.1,64,157,0.99688,3.42,0.44,8,"Little"
"Low",6.6,0.38,0.36,9.2,42,214,0.9976,3.31,0.56,9.4,"Lots"
"Low",6.4,0.15,0.29,1.8,21,115,0.99166,3.1,0.38,10.2,"Little"
"High",6.5,0.32,0.34,5.7,27,91,0.99184,3.28,0.6,12,"Little"
"High",7.5,0.22,0.32,2.4,29,100,0.99135,3.08,0.6,11.3,"Little"
"High",6.4,0.23,0.32,1.9,40,118,0.99074,3.32,0.53,11.8,"Little"
"Low",6.1,0.22,0.31,1.4,40,129,0.99193,3.45,0.59,10.9,"Little"
"Low",6.5,0.48,0.02,0.9,32,99,0.99226,3.14,0.47,9.8,"Little"
"High",6.6,0.23,0.3,4.6,29,154,0.99142,3.23,0.49,12.2,"Lots"
"High",6.4,0.16,0.25,1.4,21,125,0.99091,3.23,0.44,11.1,"Lots"
"Low",6.6,0.38,0.36,9.2,42,214,0.9976,3.31,0.56,9.4,"Lots"
"Low",6.4,0.15,0.29,1.8,21,115,0.99166,3.1,0.38,10.2,"Little"
"High",6.7,0.12,0.36,2.3,43,125,0.99229,3.07,0.67,10.1,"Little"
"High",6.8,0.21,0.31,2.9,40,121,0.9913,3.07,0.65,10.9,"Little"
"High",6.8,0.23,0.31,2.8,40,122,0.99126,3.06,0.64,10.9,"Little"
"High",6.8,0.21,0.31,2.9,40,121,0.9913,3.07,0.65,10.9,"Little"
"Low",6.6,0.28,0.42,8.2,60,196,0.99562,3.14,0.48,9.4,"Little"
"Low",7.8,0.25,0.37,1,10,80,0.99128,3.08,0.38,11.4,"Little"
"High",5.6,0.12,0.33,2.9,21,73,0.98896,3.17,0.32,12.9,"Little"
"Low",6.6,0.28,0.41,7,59,194,0.99558,3.14,0.48,9.4,"Little"
"High",6.8,0.17,0.35,1.8,29,84,0.98961,2.91,0.57,12,"Little"
"Low",6.6,0.28,0.41,7,59,194,0.99558,3.14,0.48,9.4,"Little"
"Low",6.6,0.28,0.42,8.2,60,196,0.99562,3.14,0.48,9.4,"Little"
"Low",6.5,0.25,0.5,7.6,54,184,0.99572,3.17,0.45,9.2,"Little"
"High",6.8,0.32,0.32,8.7,31,105,0.99146,3,0.34,12.3,"Little"
"Low",7.8,0.25,0.37,1,10,80,0.99128,3.08,0.38,11.4,"Little"
"High",5.6,0.12,0.33,2.9,21,73,0.98896,3.17,0.32,12.9,"Little"
"High",6.3,0.22,0.34,5,36,93,0.99012,3.27,0.36,13.5,"Little"
"High",6,0.32,0.3,1.9,41,142,0.98912,3.29,0.42,12.8,"Little"
"High",6.3,0.19,0.29,2,33,96,0.98902,3.04,0.54,12.8,"Little"
"High",6,0.32,0.3,1.9,41,142,0.98912,3.29,0.42,12.8,"Little"
"Low",9.4,0.24,0.29,8.5,124,208,0.99395,2.9,0.38,11,"Little"
"High",6.7,0.46,0.27,5.2,35,96,0.99129,3.16,0.44,12.4,"Little"
"High",6.3,0.3,0.29,2.1,33,142,0.98956,3.22,0.46,12.9,"Little"
"High",6,0.19,0.29,1.1,67,152,0.9916,3.54,0.59,11.1,"Little"
"High",5.9,0.24,0.28,1.3,36,95,0.98889,3.08,0.64,12.9,"Little"
"High",7.3,0.145,0.33,1.1,14,64,0.99012,3.1,0.37,11.8,"Little"
"High",5.8,0.18,0.37,1.2,19,74,0.98853,3.09,0.49,12.7,"Little"
"High",6.6,0.16,0.35,1.8,26,105,0.98962,3.19,0.75,12.4,"Little"
"Low",5.1,0.21,0.28,1.4,48,148,0.99168,3.5,0.49,10.4,"Little"
"Low",7.5,0.29,0.36,15.7,29,124,0.9968,3.06,0.54,10.4,"Lots"
"High",5.7,0.26,0.3,1.8,30,105,0.98995,3.48,0.52,12.5,"Little"
"High",6.8,0.25,0.28,5,42,126,0.99048,3.12,0.38,12.6,"Little"
"Low",6.6,0.17,0.28,1.8,62,178,0.99204,3.15,0.42,10.2,"Little"
"High",5.8,0.17,0.36,1.3,11,70,0.99202,3.43,0.68,10.4,"Little"
"Low",6.4,0.24,0.29,1,18,122,0.9906,3.3,0.42,11.5,"Little"
"High",6.5,0.22,0.28,3.7,29,151,0.99177,3.23,0.41,12.1,"Lots"
"Low",6.5,0.26,0.32,6.65,34,104,0.99254,3.18,0.42,11.1,"Lots"
"High",6.9,0.36,0.28,13.55,51,189,0.99782,3,0.6,9.5,"Little"
"High",5.9,0.2,0.28,12.8,29,132,0.99426,3.31,0.57,11.8,"Little"
"High",6,0.22,0.33,12.2,25,97,0.99356,3.17,0.42,11.3,"Little"
"High",7.1,0.18,0.49,1.3,12,72,0.99072,3.05,0.53,11.3,"Little"
"High",7.6,0.2,0.26,4.8,26,76,0.99076,2.98,0.49,12.3,"Little"
"High",7,0.22,0.28,10.6,32,117,0.99355,3.05,0.55,11.5,"Little"
"High",6.9,0.28,0.24,2.1,49,121,0.98882,2.98,0.43,13.2,"Little"
"Low",5.9,0.19,0.21,1.7,57,135,0.99341,3.32,0.44,9.5,"Little"
"High",6.1,0.28,0.27,4.7,56,140,0.99042,3.16,0.42,12.5,"Little"
"Low",7.6,0.36,0.49,11.3,87,221,0.9984,3.01,0.43,9.2,"Little"
"High",6.5,0.28,0.34,3.6,29,121,0.99111,3.28,0.48,12.1,"Little"
"High",6.9,0.19,0.35,6.9,51,125,0.9933,3.1,0.44,10.7,"Little"
"High",6.5,0.28,0.34,3.6,29,121,0.99111,3.28,0.48,12.1,"Little"
"High",6.1,0.28,0.27,4.7,56,140,0.99042,3.16,0.42,12.5,"Little"
"Low",7.6,0.36,0.49,11.3,87,221,0.9984,3.01,0.43,9.2,"Little"
"High",6.6,0.24,0.3,11.3,11,77,0.99381,3.13,0.55,12.8,"Little"
"High",6.9,0.28,0.3,8.3,37,113,0.99139,2.99,0.38,12.3,"Little"
"Low",6.5,0.25,0.45,7.8,52,188,0.99576,3.2,0.53,9.1,"Little"
"Low",6.6,0.26,0.46,7.8,48,186,0.9958,3.2,0.54,9.1,"Little"
"Low",6.1,0.33,0.32,7.8,52,183,0.99657,3.39,0.65,9.5,"Lots"
"Low",8.8,0.19,0.3,5,34,120,0.99242,2.94,0.47,11.2,"Little"
"Low",8.8,0.27,0.25,5,52,99,0.9925,2.87,0.49,11.4,"Little"
"Low",6.1,0.33,0.32,7.8,52,183,0.99657,3.39,0.65,9.5,"Lots"
"Low",6.2,0.23,0.35,0.7,24,111,0.9916,3.37,0.43,11,"Lots"
"High",8.9,0.3,0.35,4.6,32,148,0.99458,3.15,0.45,11.5,"Little"
"High",8.9,0.3,0.35,4.6,32,148,0.99458,3.15,0.45,11.5,"Little"
"High",6.1,0.3,0.3,2.1,50,163,0.9895,3.39,0.43,12.7,"Little"
"Low",6.7,0.64,0.3,1.2,18,76,0.9892,3.16,0.6,12.9,"Little"
"High",6.1,0.3,0.3,2.1,50,163,0.9895,3.39,0.43,12.7,"Little"
"Low",7.6,0.28,0.49,20.15,30,145,1.00196,3.01,0.44,8.5,"Lots"
"High",6.3,0.29,0.28,4.7,28,81,0.99036,3.24,0.56,12.7,"Lots"
"High",6.2,0.28,0.28,4.3,22,105,0.989,2.98,0.64,13.1,"Little"
"Low",7.1,0.18,0.39,14.5,48,156,0.99947,3.35,0.78,9.1,"Lots"
"Low",7.1,0.18,0.39,14.5,48,156,0.99947,3.35,0.78,9.1,"Lots"
"Low",7.8,0.29,0.29,3.15,41,117,0.99153,3.24,0.35,11.5,"Little"
"High",6.2,0.255,0.27,1.3,30,86,0.98834,3.05,0.59,12.9,"Little"
"Low",6.7,0.4,0.22,8.8,24,113,0.99576,3.22,0.45,9.4,"Lots"
"Low",6.7,0.3,0.44,18.5,65,224,0.99956,3.11,0.53,9.1,"Lots"
"Low",6.7,0.4,0.22,8.8,24,113,0.99576,3.22,0.45,9.4,"Lots"
"Low",6.8,0.17,0.32,1.4,35,106,0.99026,3.16,0.66,12,"Little"
"Low",7.1,0.25,0.28,1.2,31,111,0.99174,3.18,0.53,11.1,"Little"
"High",5.9,0.27,0.27,5,14,97,0.99058,3.1,0.33,11.8,"Little"
"Low",6.7,0.3,0.44,18.75,65,224,0.99956,3.11,0.53,9.1,"Lots"
"High",6.6,0.15,0.32,6,59,128,0.99192,3.19,0.71,12.1,"Little"
"High",6.7,0.47,0.29,4.75,29,134,0.99056,3.29,0.46,13,"Little"
"High",6.6,0.15,0.32,6,59,128,0.99192,3.19,0.71,12.1,"Little"
"High",6.6,0.21,0.29,5.35,43,106,0.99112,2.93,0.43,11.5,"Little"
"High",6.6,0.21,0.29,5.35,43,106,0.99112,2.93,0.43,11.5,"Little"
"Low",8,0.24,0.48,6.8,13,134,0.99616,3.23,0.7,10,"Little"
"Low",5.8,0.54,0,1.4,40,107,0.98918,3.26,0.35,12.4,"Little"
"Low",6,0.39,0.13,1.2,60,172,0.99114,3.06,0.52,10.6,"Little"
"High",6.1,0.105,0.31,1.3,55,145,0.9912,3.41,0.41,11.1,"Little"
"High",5.8,0.32,0.2,2.6,17,123,0.98936,3.36,0.78,13.9,"Little"
"High",6.7,0.24,0.3,3.85,105,179,0.99189,3.04,0.59,11.3,"Little"
"High",6.2,0.3,0.31,1.6,40,106,0.98914,3.26,0.39,12.9,"Little"
"Low",6.9,0.29,0.41,7.8,52,171,0.99537,3.12,0.51,9.6,"Little"
"Low",6.6,0.24,0.27,10.3,54,219,0.99742,3.04,0.45,8.8,"Little"
"High",6.6,0.16,0.36,1.1,27,93,0.98884,3.23,0.34,13.2,"Little"
"High",6.7,0.24,0.3,3.85,105,179,0.99189,3.04,0.59,11.3,"Little"
"High",6.5,0.3,0.27,4,37,97,0.99026,3.2,0.6,12.6,"Little"
"High",6.2,0.37,0.24,6.1,19,86,0.98934,3.04,0.26,13.4,"Little"
"High",7.6,0.31,0.24,1.8,39,150,0.9913,3.05,0.44,11.8,"Little"
"High",5.9,0.32,0.28,4.7,34,94,0.98964,3.22,0.57,13.1,"Little"
"High",6.5,0.3,0.27,4,37,97,0.99026,3.2,0.6,12.6,"Little"
"Low",5.8,0.22,0.3,1.1,36,131,0.992,3.26,0.45,10.4,"Little"
"High",5.4,0.45,0.27,6.4,20,102,0.98944,3.22,0.27,13.4,"Little"
"High",6.1,0.36,0.26,8.15,14,88,0.99031,3.06,0.27,13,"Little"
"High",6.2,0.37,0.24,6.1,19,86,0.98934,3.04,0.26,13.4,"Little"
"High",7.5,0.21,0.32,4.8,39,113,0.99393,3.11,0.52,10.2,"Lots"
"High",6.7,0.28,0.31,7.4,7,81,0.99254,3.04,0.47,11.4,"Little"
"High",7.6,0.31,0.24,1.8,39,150,0.9913,3.05,0.44,11.8,"Little"
"High",6,0.28,0.27,15.5,31,134,0.99408,3.19,0.44,13,"Little"
"High",6,0.28,0.27,15.5,31,134,0.99408,3.19,0.44,13,"Little"
"High",6.3,0.22,0.28,2.4,38,102,0.98998,3.14,0.37,11.6,"Little"
"High",6,0.24,0.28,3.95,61,134,0.99146,3.3,0.54,11.3,"Little"
"High",6.1,0.33,0.3,3,30,124,0.98922,3.31,0.4,13.1,"Little"
"High",6,0.28,0.27,15.5,31,134,0.99408,3.19,0.44,13,"Little"
"Low",6.7,0.29,0.45,14.3,30,181,0.99869,3.14,0.57,9.1,"Lots"
"High",6.9,0.33,0.31,4.2,21,93,0.9896,3.18,0.48,13.4,"Little"
"High",6.5,0.16,0.34,1.4,29,133,0.99108,3.33,0.64,11.5,"Little"
"High",6,0.2,0.32,3,26,118,0.99134,3.38,0.68,11.2,"Little"
"High",7.1,0.36,0.28,2.4,35,115,0.98936,3.19,0.44,13.5,"Little"
"Low",6.7,0.29,0.45,14.3,30,181,0.99869,3.14,0.57,9.1,"Lots"
"High",6.5,0.19,0.28,1.4,22,90,0.99038,3.18,0.51,11.7,"Little"
"High",6.8,0.19,0.33,1.3,22,87,0.98987,3.08,0.62,12.3,"Little"
"High",7.2,0.33,0.34,2,61,171,0.98947,3.25,0.53,13.3,"Little"
"High",6.6,0.29,0.29,1.8,38,102,0.98819,3.08,0.42,13.7,"Little"
"Low",7.5,0.2,0.41,1.2,26,131,0.99133,3.19,0.52,11.1,"Lots"
"High",6.9,0.33,0.62,7.5,46,132,0.99143,3.23,0.43,13.4,"Little"
"Low",6,0.23,0.15,9.7,101,207,0.99571,3.05,0.3,9.1,"Little"
"High",5.9,0.23,0.24,3.8,61,152,0.99139,3.31,0.5,11.3,"Little"
"Low",6.6,0.32,0.41,7.2,55,178,0.99537,3.2,0.46,9.4,"Little"
"Low",6,0.23,0.15,9.7,101,207,0.99571,3.05,0.3,9.1,"Little"
"Low",6.9,0.75,0.13,6.3,19,50,0.99312,3.09,0.25,11.1,"Little"
"High",7.1,0.35,0.27,3.1,28,134,0.9897,3.26,0.38,13.1,"Little"
"Low",7.2,0.31,0.35,7.2,45,178,0.9955,3.14,0.53,9.7,"Little"
"Low",6.4,0.28,0.44,7.1,49,179,0.99528,3.15,0.48,9.2,"Little"
"Low",7.2,0.31,0.35,7.2,45,178,0.9955,3.14,0.53,9.7,"Little"
"Low",6.4,0.28,0.44,7.1,49,179,0.99528,3.15,0.48,9.2,"Little"
"Low",6.2,0.27,0.47,1.2,28,105,0.99224,3.23,0.51,10.1,"Lots"
"High",6.5,0.28,0.25,4.8,54,128,0.99074,3.17,0.44,12.2,"Little"
"High",4.8,0.21,0.21,10.2,17,112,0.99324,3.66,0.48,12.2,"Little"
"Low",7.5,0.34,0.24,3.85,5,34,0.99098,3.01,0.36,11.8,"Little"
"Low",7,0.48,0.12,4.5,23,86,0.99398,2.86,0.35,9,"Lots"
"Low",7,0.48,0.12,4.5,23,86,0.99398,2.86,0.35,9,"Lots"
"High",7.8,0.15,0.34,1.1,31,93,0.99096,3.07,0.72,11.3,"Little"
"Low",5.9,0.655,0,5.6,8,31,0.9936,3.32,0.51,10.5,"Little"
"High",6.8,0.18,0.28,1.1,32,112,0.99089,3.15,0.45,11,"Little"
"Low",7.4,0.28,0.36,14.6,35,161,0.9968,3.14,0.56,10.6,"Little"
"High",7.3,0.23,0.27,2.6,39,120,0.99138,3.04,0.59,11.3,"Little"
"Low",6.7,0.22,0.22,1.2,5,124,0.99098,3.1,0.37,11.2,"Little"
"High",7.4,0.25,0.28,7.25,14,78,0.99238,2.94,0.37,11.5,"Little"
"Low",7.5,0.3,0.21,6.55,33,143,0.99244,2.92,0.35,11.1,"Little"
"High",7.2,0.26,0.24,7,19,130,0.99176,3.14,0.49,12.8,"Little"
"High",7.4,0.25,0.28,7.25,14,78,0.99238,2.94,0.37,11.5,"Little"
"High",7,0.24,0.35,1,42,104,0.98988,3.16,0.37,11.7,"Little"
"High",5.8,0.28,0.28,4.2,52,158,0.992,3.35,0.44,10.7,"Little"
"High",6.6,0.19,0.35,1.5,37,107,0.99006,3.18,0.68,12,"Little"
"Low",6.4,0.28,0.36,1.3,28,186,0.99211,3.31,0.45,10.8,"Lots"
"High",5.6,0.28,0.27,3.9,52,158,0.99202,3.35,0.44,10.7,"Little"
"High",5.6,0.28,0.28,4.2,52,158,0.992,3.35,0.44,10.7,"Little"
"High",6.8,0.19,0.32,7.6,37,107,0.99332,3.12,0.44,10.7,"Little"
"High",7.2,0.16,0.29,1,40,123,0.98958,3.12,0.4,12.1,"Little"
"High",6.6,0.17,0.28,1.1,55,108,0.98939,3,0.52,11.9,"Little"
"High",5.8,0.2,0.24,1.4,65,169,0.99043,3.59,0.56,12.3,"Little"
"High",6.6,0.295,0.24,1.6,29,140,0.99304,3.35,0.61,10.4,"Little"
"High",7,0.32,0.27,7.1,37,122,0.99165,3.15,0.6,12.6,"Little"
"Low",6.7,0.35,0.48,8.8,35,167,0.99628,3.04,0.47,9.4,"Lots"
"Low",6.4,0.38,0.24,7.2,41,151,0.99604,3.11,0.6,9.2,"Little"
"Low",6.7,0.35,0.48,8.8,35,167,0.99628,3.04,0.47,9.4,"Lots"
"Low",6.4,0.38,0.24,7.2,41,151,0.99604,3.11,0.6,9.2,"Little"
"Low",7.7,0.32,0.61,11.8,66,188,0.99794,3,0.54,9.3,"Little"
"Low",7,0.29,0.33,0.9,20,117,0.99048,3.21,0.5,11.4,"Little"
"High",7.1,0.27,0.24,12.6,48,118,0.99726,3.04,0.56,10,"Little"
"High",6.3,0.2,0.26,4.7,108,168,0.99278,3.07,0.75,10.7,"Little"
"High",7.1,0.27,0.24,12.6,48,118,0.99726,3.04,0.56,10,"Little"
"High",6.6,0.36,0.28,6.1,12,93,0.99054,3.19,0.27,12.8,"Little"
"Low",7.7,0.32,0.61,11.8,66,188,0.99794,3,0.54,9.3,"Little"
"Low",7,0.29,0.33,0.9,20,117,0.99048,3.21,0.5,11.4,"Little"
"Low",6.4,0.37,0.2,5.6,61,183,0.99459,3.24,0.43,9.5,"Lots"
"High",7.6,0.31,0.27,8.8,57,156,0.99442,3.08,0.38,11,"Little"
"High",6.5,0.26,0.39,1.4,12,66,0.99089,3.25,0.75,11.3,"Little"
"High",8.7,0.3,0.34,4.8,23,127,0.99474,3.12,0.49,11.2,"Little"
"High",6.4,0.29,0.32,2.4,34,89,0.99008,3.24,0.66,12.5,"Little"
"High",6.4,0.24,0.23,2,30,133,0.9908,3.12,0.54,11.4,"Little"
"High",7.2,0.33,0.22,4.5,10,73,0.99076,2.97,0.52,12.2,"Little"
"High",6.4,0.29,0.24,3.2,31,95,0.98942,2.9,0.66,12.6,"Little"
"Low",7.3,0.31,0.25,6.65,30,138,0.99244,2.9,0.37,11.1,"Little"
"Low",6.9,0.19,0.6,4,6,122,0.99255,2.92,0.59,10.4,"Little"
"High",6.8,0.52,0.26,5.7,27,130,0.99,3.11,0.27,13,"Little"
"High",7.1,0.28,0.28,8.5,25,191,0.99338,3.16,0.46,12.2,"Little"
"High",5.7,0.15,0.47,11.4,49,128,0.99456,3.03,0.34,10.5,"Little"
"High",5.8,0.275,0.3,5.4,41,149,0.9926,3.33,0.42,10.8,"Little"
"High",5.4,0.53,0.16,2.7,34,128,0.98856,3.2,0.53,13.2,"Little"
"High",5.8,0.32,0.28,4.3,46,115,0.98946,3.16,0.57,13,"Little"
"Low",6.1,0.6,0.12,1.8,11,76,0.99268,3.42,0.48,10.4,"Lots"
"High",5,0.29,0.54,5.7,54,155,0.98976,3.27,0.34,12.9,"Little"
"High",5.4,0.53,0.16,2.7,34,128,0.98856,3.2,0.53,13.2,"Little"
"High",6.8,0.21,0.26,11.7,61,152,0.99523,3.02,0.56,10.5,"Little"
"High",5.8,0.32,0.28,4.3,46,115,0.98946,3.16,0.57,13,"Little"
"Low",6.5,0.27,0.26,11,2,82,0.99402,3.07,0.36,11.2,"Little"
"High",5.9,0.37,0.32,1.6,41,102,0.98916,3.41,0.55,12.7,"Little"
"High",6.8,0.3,0.29,6.2,29,95,0.99071,3.03,0.32,12.9,"Little"
"High",7.3,0.41,0.29,1.8,26,74,0.98889,2.96,0.35,13,"Little"
"High",5.4,0.3,0.3,1.2,25,93,0.98742,3.31,0.4,13.6,"Little"
"Low",6.6,0.34,0.2,1,26,112,0.99336,3.32,0.55,9.1,"Lots"
"High",5.3,0.3,0.3,1.2,25,93,0.98742,3.31,0.4,13.6,"Little"
"Low",7.2,0.23,0.25,18.8,19,111,1.00044,3.1,0.51,8.7,"Lots"
"High",7.1,0.2,0.27,9.6,19,105,0.99444,3.04,0.37,10.5,"Little"
"High",7,0.22,0.26,9.2,37,122,0.99228,3.06,0.34,12.5,"Little"
"High",6.4,0.16,0.44,1.2,39,122,0.99058,3.11,0.75,11.3,"Lots"
"High",6.8,0.31,0.3,8,33,122,0.99164,3.13,0.63,12.6,"Little"
"Low",7.6,0.3,0.37,1.6,27,177,0.99438,3.09,0.5,9.8,"Lots"
"Low",6,0.16,0.27,12,39,98,0.99402,3.15,0.34,10.8,"Little"
"High",7,0.22,0.26,9.2,37,122,0.99228,3.06,0.34,12.5,"Little"
"High",5.6,0.21,0.24,4.4,37,150,0.991,3.3,0.31,11.5,"Little"
"High",7.1,0.2,0.27,9.6,19,105,0.99444,3.04,0.37,10.5,"Little"
"High",6.8,0.31,0.3,8,33,122,0.99164,3.13,0.63,12.6,"Little"
"Low",7.2,0.23,0.25,18.8,19,111,1.00044,3.1,0.51,8.7,"Lots"
"High",6.4,0.16,0.44,1.2,39,122,0.99058,3.11,0.75,11.3,"Lots"
"Low",7.6,0.3,0.37,1.6,27,177,0.99438,3.09,0.5,9.8,"Lots"
"Low",7,0.3,0.27,1.5,24,145,0.99344,3.1,0.52,10.1,"Lots"
"Low",6.6,0.26,0.22,18.15,23,139,0.99904,3.06,0.5,9.2,"Lots"
"Low",7.7,0.35,0.46,11.8,61,183,0.99786,2.86,0.47,9,"Lots"
"Low",6.7,0.31,0.09,1.4,53,141,0.99206,3.12,0.44,10.1,"Little"
"Low",4.7,0.67,0.09,1,5,9,0.98722,3.3,0.34,13.6,"Little"
"Low",6.3,0.2,0.18,10.6,57,159,0.99666,3.09,0.54,9.2,"Little"
"Low",6.6,0.28,0.23,10.4,45,190,0.99754,3.12,0.51,8.8,"Little"
"Low",8.5,0.18,0.3,1.1,34,95,0.99272,2.83,0.36,10,"Little"
"Low",6.8,0.22,0.26,1.2,29,182,0.99104,3.04,0.35,11.2,"Little"
"Low",6.6,0.26,0.22,18.15,23,139,0.99904,3.06,0.5,9.2,"Lots"
"Low",6.6,0.3,0.45,8,54,200,0.9956,3.18,0.48,9.5,"Little"
"High",6.3,0.34,0.27,2.5,40,152,0.99095,3.35,0.6,11.9,"Little"
"Low",7.7,0.3,0.23,2,28,138,0.99382,3.11,0.62,9.8,"Lots"
"Low",7.7,0.31,0.23,2,29,134,0.99382,3.11,0.62,9.8,"Lots"
"High",5.7,0.265,0.28,6.9,46,150,0.99299,3.36,0.44,10.8,"Little"
"High",4.8,0.17,0.28,2.9,22,111,0.9902,3.38,0.34,11.3,"Little"
"High",5.7,0.265,0.28,6.9,46,150,0.99299,3.36,0.44,10.8,"Little"
"High",6.2,0.2,0.33,5.4,21,75,0.99012,3.36,0.41,13.5,"Little"
"Low",7.5,0.28,0.41,1.3,11,126,0.99293,3.28,0.45,10.3,"Little"
"Low",7.5,0.28,0.41,1.3,11,126,0.99293,3.28,0.45,10.3,"Little"
"Low",6,0.21,0.29,13.1,28,125,0.99936,3.39,0.45,8.6,"Little"
"Low",6.5,0.32,0.48,8,18,88,0.99144,3.22,0.79,12.7,"Little"
"Low",7.1,0.21,0.72,1.6,65,120,0.99324,2.97,0.51,9.2,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"Low",7.4,0.27,0.28,1.8,45,121,0.99043,3.02,0.4,11.9,"Little"
"Low",6.2,0.24,0.25,12.5,47,134,0.99758,3.3,0.51,9,"Lots"
"High",7,0.15,0.28,14.7,29,149,0.99792,2.96,0.39,9,"Lots"
"Low",5.5,0.17,0.23,2.9,10,108,0.99243,3.28,0.5,10,"Little"
"Low",6.5,0.26,0.34,1.4,25,184,0.99216,3.29,0.46,10.7,"Little"
"Low",6.6,0.27,0.33,1.4,24,183,0.99215,3.29,0.46,10.7,"Little"
"High",5.4,0.46,0.15,2.1,29,130,0.98953,3.39,0.77,13.4,"Little"
"Low",5.5,0.17,0.23,2.9,10,108,0.99243,3.28,0.5,10,"Little"
"Low",6.5,0.26,0.34,1.4,25,184,0.99216,3.29,0.46,10.7,"Little"
"Low",6.6,0.27,0.33,1.4,24,183,0.99215,3.29,0.46,10.7,"Little"
"High",6.1,0.17,0.28,2.5,22,98,0.99072,3.16,0.37,11.1,"Little"
"Low",7.4,0.2,0.35,6.1,10,40,0.99244,2.79,0.52,10.9,"Little"
"Low",6.7,0.39,0.24,2.7,22,80,0.99084,3.03,0.37,11.5,"Little"
"High",5.4,0.46,0.15,2.1,29,130,0.98953,3.39,0.77,13.4,"Little"
"Low",6.9,0.4,0.17,12.9,59,186,0.99754,3.08,0.49,9.4,"Little"
